,data,label
586,-3.271,0.0
587,-2.494,0.0
588,-2.143,0.0
589,-2.224,0.0
590,-2.95,0.0
591,-4.885,0.0
592,-6.13,0.0
593,-6.669,0.0
594,-7.067,0.0
595,-7.371,0.0
596,-7.748,0.0
597,-8.018,0.0
598,-8.277,0.0
599,-8.55,0.0
600,-8.734,0.0
601,-8.885,0.0
602,-8.967,0.0
603,-9.158,0.0
604,-9.331,0.0
605,-9.497,0.0
606,-9.623,0.0
607,-8.521,0.0
608,-6.353,0.0
609,-4.211,0.0
610,-2.907,0.0
611,-2.074,0.0
612,-1.716,0.0
613,-1.788,0.0
614,-2.536,0.0
615,-4.467,0.0
616,-6.042,0.0
617,-6.911,0.0
618,-7.512,0.0
619,-8.079,0.0
620,-8.59,0.0
621,-9.034,0.0
622,-9.372,0.0
623,-9.649,0.0
624,-9.871,0.0
625,-10.026,0.0
626,-10.258,0.0
627,-10.358,0.0
628,-10.436,0.0
629,-10.508,0.0
630,-10.342,0.0
631,-8.951,0.0
632,-6.486,0.0
633,-4.034,0.0
634,-2.565,0.0
635,-1.562,0.0
636,-1.092,0.0
637,-1.121,0.0
638,-1.918,0.0
639,-4.166,0.0
640,-6.14,0.0
641,-7.162,0.0
642,-7.591,0.0
643,-7.79,0.0
644,-8.085,0.0
645,-8.41,0.0
646,-8.678,0.0
647,-8.977,0.0
648,-9.226,0.0
649,-9.45,0.0
650,-9.64,0.0
651,-9.763,0.0
652,-9.78,0.0
653,-9.755,0.0
654,-9.646,0.0
655,-8.604,0.0
656,-6.535,0.0
657,-4.431,0.0
658,-3.075,0.0
659,-2.052,0.0
660,-1.455,0.0
661,-1.3,0.0
662,-1.883,0.0
663,-3.732,0.0
664,-5.119,0.0
665,-5.711,0.0
666,-5.933,0.0
667,-6.232,0.0
668,-6.652,0.0
669,-6.971,0.0
670,-7.28,0.0
671,-7.614,0.0
672,-7.885,0.0
673,-8.07,0.0
674,-8.184,0.0
675,-8.253,0.0
676,-8.303,0.0
677,-8.354,0.0
678,-8.328,0.0
679,-7.384,0.0
680,-5.515,0.0
681,-3.59,0.0
682,-2.425,0.0
683,-1.598,0.0
684,-1.136,0.0
685,-1.165,0.0
686,-1.787,0.0
687,-3.376,0.0
688,-4.879,0.0
689,-5.737,0.0
690,-6.178,0.0
691,-6.392,0.0
692,-6.617,0.0
693,-6.989,0.0
694,-7.412,0.0
695,-7.807,0.0
696,-8.152,0.0
697,-8.441,0.0
698,-8.641,0.0
699,-8.754,0.0
700,-8.787,0.0
701,-8.855,0.0
702,-8.937,0.0
703,-8.11,0.0
704,-6.249,0.0
705,-4.158,0.0
706,-2.972,0.0
707,-2.146,0.0
708,-1.679,0.0
709,-1.677,0.0
710,-2.274,0.0
711,-3.861,0.0
712,-5.083,0.0
713,-5.477,0.0
714,-5.769,0.0
715,-5.978,0.0
716,-6.117,0.0
717,-6.1,0.0
718,-6.004,0.0
719,-5.872,0.0
720,-5.702,0.0
721,-5.597,0.0
722,-5.483,0.0
723,-5.388,0.0
724,-5.27,0.0
725,-5.097,0.0
726,-4.872,0.0
727,-4.05,0.0
728,-2.882,0.0
729,-1.853,0.0
730,-1.219,0.0
731,-0.904,0.0
732,-0.826,0.0
733,-0.965,0.0
734,-1.278,0.0
735,-1.733,0.0
736,-2.039,0.0
737,-2.215,0.0
738,-2.46,0.0
739,-2.685,0.0
740,-2.851,0.0
741,-2.955,0.0
742,-2.967,0.0
743,-2.959,0.0
744,-3.059,0.0
745,-3.277,0.0
746,-3.535,0.0
747,-3.707,0.0
748,-3.904,0.0
749,-4.256,0.0
750,-4.324,0.0
751,-3.468,0.0
752,-1.89,0.0
753,-0.672,0.0
754,-0.063,0.0
755,0.262,0.0
756,0.374,0.0
757,0.284,0.0
758,-0.037,0.0
759,-0.884,0.0
760,-1.458,0.0
761,-1.692,0.0
762,-1.899,0.0
763,-2.063,0.0
764,-2.157,0.0
765,-2.294,0.0
766,-2.506,0.0
767,-2.66,0.0
768,-2.717,0.0
769,-2.794,0.0
770,-2.868,0.0
771,-2.741,0.0
772,-2.594,0.0
773,-2.458,0.0
774,-2.282,0.0
775,-1.461,0.0
776,-0.445,0.0
777,0.263,0.0
778,0.753,0.0
779,1.105,0.0
780,1.363,0.0
781,1.478,0.0
782,1.099,0.0
783,0.174,0.0
784,-0.285,0.0
785,-0.379,0.0
786,-0.497,0.0
787,-0.727,0.0
788,-0.948,0.0
789,-1.033,0.0
790,-0.99,0.0
791,-1.001,0.0
792,-1.083,0.0
793,-1.173,0.0
794,-1.296,0.0
795,-1.336,0.0
796,-1.336,0.0
797,-1.33,0.0
798,-1.209,0.0
799,0.047,0.0
800,1.632,0.0
801,2.688,0.0
802,3.335,0.0
803,3.749,0.0
804,3.894,0.0
805,3.641,0.0
806,2.714,0.0
807,1.305,0.0
808,0.604,0.0
809,0.408,0.0
810,0.191,0.0
811,-0.186,0.0
812,-0.51,0.0
813,-0.705,0.0
814,-0.755,0.0
815,-0.822,0.0
816,-0.944,0.0
817,-1.076,0.0
818,-1.107,0.0
819,-1.033,0.0
820,-1.065,0.0
821,-1.172,0.0
822,-0.979,0.0
823,0.406,0.0
824,2.013,0.0
825,3.115,0.0
826,4.046,0.0
827,4.795,0.0
828,5.023,0.0
829,4.449,0.0
830,2.994,0.0
831,1.31,0.0
832,0.62,0.0
833,0.629,0.0
834,0.63,0.0
835,0.522,0.0
836,0.439,0.0
837,0.241,0.0
838,0.038,0.0
839,-0.054,0.0
840,-0.068,0.0
841,-0.122,0.0
842,-0.293,0.0
843,-0.635,0.0
844,-0.984,0.0
845,-1.444,0.0
846,-1.474,0.0
847,0.582,0.0
848,2.617,0.0
849,4.296,0.0
850,5.44,0.0
851,6.121,0.0
852,6.329,0.0
853,5.735,0.0
854,3.65,0.0
855,1.251,0.0
856,0.489,0.0
857,0.339,0.0
858,0.202,0.0
859,0.117,0.0
860,-0.025,0.0
861,-0.125,0.0
862,-0.173,0.0
863,-0.217,0.0
864,-0.259,0.0
865,-0.302,0.0
866,-0.467,0.0
867,-0.582,0.0
868,-0.629,0.0
869,-0.717,0.0
870,-0.737,0.0
871,-0.393,0.0
872,0.05,0.0
873,0.344,0.0
874,0.615,0.0
875,0.856,0.0
876,0.985,0.0
877,0.936,0.0
878,0.637,0.0
879,0.068,0.0
880,-0.508,0.0
881,-0.88,0.0
882,-1.241,0.0
883,-1.545,0.0
884,-1.818,0.0
885,-1.986,0.0
886,-2.102,0.0
887,-2.294,0.0
888,-2.578,0.0
889,-2.925,0.0
890,-3.206,0.0
891,-3.374,0.0
892,-3.475,0.0
893,-3.559,0.0
894,-3.474,0.0
895,-2.547,0.0
896,-1.424,0.0
897,-0.484,0.0
898,0.357,0.0
899,1.013,0.0
900,1.385,0.0
901,1.323,0.0
902,0.674,0.0
903,-1.354,0.0
904,-3.124,0.0
905,-3.742,0.0
906,-4.126,0.0
907,-4.427,0.0
908,-4.619,0.0
909,-4.706,0.0
910,-4.771,0.0
911,-4.887,0.0
912,-5.043,0.0
913,-5.244,0.0
914,-5.506,0.0
915,-5.802,0.0
916,-6.006,0.0
917,-6.094,0.0
918,-5.821,0.0
919,-4.454,0.0
920,-2.776,0.0
921,-1.594,0.0
922,-0.836,0.0
923,-0.379,0.0
924,-0.323,0.0
925,-0.665,0.0
926,-1.415,0.0
927,-2.898,0.0
928,-4.55,0.0
929,-5.311,0.0
930,-5.844,0.0
931,-6.199,0.0
932,-6.464,0.0
933,-6.673,0.0
934,-6.848,0.0
935,-7.047,0.0
936,-7.259,0.0
937,-7.481,0.0
938,-7.689,0.0
939,-7.846,0.0
940,-8.009,0.0
941,-8.154,0.0
942,-8.048,0.0
943,-6.407,0.0
944,-4.166,0.0
945,-2.409,0.0
946,-1.134,0.0
947,-0.346,0.0
948,0.048,0.0
949,0.027,0.0
950,-0.482,0.0
951,-1.976,0.0
952,-3.494,0.0
953,-4.135,0.0
954,-4.607,0.0
955,-5.011,0.0
956,-5.314,0.0
957,-5.411,0.0
958,-5.444,0.0
959,-5.439,0.0
960,-5.454,0.0
961,-5.488,0.0
962,-5.499,0.0
963,-5.527,0.0
964,-5.615,0.0
965,-5.719,0.0
966,-5.589,0.0
967,-4.261,0.0
968,-2.512,0.0
969,-0.832,0.0
970,0.425,0.0
971,1.18,0.0
972,1.484,0.0
973,1.349,0.0
974,0.615,0.0
975,-0.843,0.0
976,-2.174,0.0
977,-2.707,0.0
978,-3.0,0.0
979,-3.197,0.0
980,-3.316,0.0
981,-3.336,0.0
982,-3.371,0.0
983,-3.446,0.0
984,-3.557,0.0
985,-3.693,0.0
986,-3.874,0.0
987,-4.034,0.0
988,-4.188,0.0
989,-4.333,0.0
990,-4.198,0.0
991,-2.821,0.0
992,-0.953,0.0
993,0.498,0.0
994,1.482,0.0
995,2.095,0.0
996,2.372,0.0
997,2.207,0.0
998,1.473,0.0
999,-0.102,0.0
1000,-1.57,0.0
1001,-2.096,0.0
1002,-2.398,0.0
1003,-2.648,0.0
1004,-2.92,0.0
1005,-3.18,0.0
1006,-3.471,0.0
1007,-3.796,0.0
1008,-4.073,0.0
1009,-4.285,0.0
1010,-4.512,0.0
1011,-4.719,0.0
1012,-4.873,0.0
1013,-4.926,0.0
1014,-4.548,0.0
1015,-2.931,0.0
1016,-1.072,0.0
1017,0.467,0.0
1018,1.658,0.0
1019,2.425,0.0
1020,2.756,0.0
1021,2.602,0.0
1022,1.811,0.0
1023,-0.047,0.0
1024,-1.572,0.0
1025,-2.063,0.0
1026,-2.438,0.0
1027,-2.782,0.0
1028,-3.125,0.0
1029,-3.421,0.0
1030,-3.708,0.0
1031,-3.998,0.0
1032,-4.291,0.0
1033,-4.555,0.0
1034,-4.746,0.0
1035,-4.918,0.0
1036,-5.126,0.0
1037,-5.315,0.0
1038,-5.11,0.0
1039,-3.679,0.0
1040,-1.616,0.0
1041,0.189,0.0
1042,1.438,0.0
1043,2.205,0.0
1044,2.506,0.0
1045,2.33,0.0
1046,1.472,0.0
1047,-0.757,0.0
1048,-2.612,0.0
1049,-3.227,0.0
1050,-3.61,0.0
1051,-3.96,0.0
1052,-4.33,0.0
1053,-4.702,0.0
1054,-5.066,0.0
1055,-5.371,0.0
1056,-5.552,0.0
1057,-5.644,0.0
1058,-5.753,0.0
1059,-5.935,0.0
1060,-6.174,0.0
1061,-6.329,0.0
1062,-5.709,0.0
1063,-3.28,0.0
1064,-0.677,0.0
1065,1.717,0.0
1066,3.513,0.0
1067,4.627,0.0
1068,5.103,0.0
1069,4.906,0.0
1070,3.715,0.0
1071,0.898,0.0
1072,-1.035,0.0
1073,-1.609,0.0
1074,-1.991,0.0
1075,-2.143,0.0
1076,-2.062,0.0
1077,-1.891,0.0
1078,-1.81,0.0
1079,-1.834,0.0
1080,-1.942,0.0
1081,-2.096,0.0
1082,-2.253,0.0
1083,-2.464,0.0
1084,-2.694,0.0
1085,-2.872,0.0
1086,-2.332,0.0
1087,0.016,0.0
1088,2.354,0.0
1089,4.441,0.0
1090,6.082,0.0
1091,7.172,0.0
1092,7.574,0.0
1093,7.345,0.0
1094,6.205,0.0
1095,4.642,0.0
1096,3.695,0.0
1097,3.301,0.0
1098,2.849,0.0
1099,2.478,0.0
1100,2.156,0.0
1101,1.821,0.0
1102,1.468,0.0
1103,1.153,0.0
1104,0.823,0.0
1105,0.448,0.0
1106,0.092,0.0
1107,-0.267,0.0
1108,-0.646,0.0
1109,-1.0,0.0
1110,-0.656,0.0
1111,1.442,0.0
1112,3.582,0.0
1113,5.535,0.0
1114,7.044,0.0
1115,7.914,0.0
1116,8.244,0.0
1117,7.925,0.0
1118,6.4,0.0
1119,4.183,0.0
1120,2.681,0.0
1121,2.053,0.0
1122,1.637,0.0
1123,1.375,0.0
1124,1.169,0.0
1125,0.989,0.0
1126,0.81,0.0
1127,0.528,0.0
1128,0.225,0.0
1129,-0.021,0.0
1130,-0.133,0.0
1131,-0.271,0.0
1132,-0.445,0.0
1133,-0.474,0.0
1134,0.043,0.0
1135,1.58,0.0
1136,2.657,0.0
1137,3.556,0.0
1138,4.053,0.0
1139,3.909,0.0
1140,3.496,0.0
1141,3.061,0.0
1142,2.269,0.0
1143,0.965,0.0
1144,-0.186,0.0
1145,-0.45,0.0
1146,-0.635,0.0
1147,-0.774,0.0
1148,-0.88,0.0
1149,-0.945,0.0
1150,-1.013,0.0
1151,-1.096,0.0
1152,-1.177,0.0
1153,-1.308,0.0
1154,-1.469,0.0
1155,-1.561,0.0
1156,-1.615,0.0
1157,-1.596,0.0
1158,-0.782,0.0
1159,0.791,0.0
1160,2.255,0.0
1161,3.423,0.0
1162,4.043,0.0
1163,4.451,0.0
1164,4.554,0.0
1165,4.397,0.0
1166,3.52,0.0
1167,1.315,0.0
1168,-0.394,0.0
1169,-0.686,0.0
1170,-0.909,0.0
1171,-1.177,0.0
1172,-1.443,0.0
1173,-1.751,0.0
1174,-1.98,0.0
1175,-2.166,0.0
1176,-2.313,0.0
1177,-2.409,0.0
1178,-2.447,0.0
1179,-2.433,0.0
1180,-2.594,0.0
1181,-2.793,0.0
1182,-2.223,0.0
1183,-0.175,0.0
1184,2.035,0.0
1185,3.932,0.0
1186,4.886,0.0
1187,5.408,0.0
1188,5.635,0.0
1189,5.449,0.0
1190,4.529,0.0
1191,1.949,0.0
1192,-0.257,0.0
1193,-1.005,0.0
1194,-1.413,0.0
1195,-1.58,0.0
1196,-1.566,0.0
1197,-1.48,0.0
1198,-1.336,0.0
1199,-1.255,0.0
1200,-1.212,0.0
1201,-1.122,0.0
1202,-1.095,0.0
1203,-1.208,0.0
1204,-1.411,0.0
1205,-1.533,0.0
1206,-0.495,0.0
1207,1.446,0.0
1208,3.261,0.0
1209,4.668,0.0
1210,5.607,0.0
1211,6.208,0.0
1212,6.506,0.0
1213,6.409,0.0
1214,5.691,0.0
1215,3.352,0.0
1216,1.012,0.0
1217,0.539,0.0
1218,0.419,0.0
1219,0.599,0.0
1220,0.678,0.0
1221,0.753,0.0
1222,1.056,0.0
1223,1.385,0.0
1224,1.675,0.0
1225,2.116,0.0
1226,2.549,0.0
1227,2.728,0.0
1228,2.861,0.0
1229,2.972,0.0
1230,3.619,0.0
1231,4.804,0.0
1232,5.804,0.0
1233,6.283,0.0
1234,6.44,0.0
1235,6.51,0.0
1236,6.537,0.0
1237,6.677,0.0
1238,6.764,0.0
1239,5.873,0.0
1240,4.599,0.0
1241,4.093,0.0
1242,3.549,0.0
1243,3.088,0.0
1244,2.817,0.0
1245,2.564,0.0
1246,2.438,0.0
1247,2.266,0.0
1248,2.191,0.0
1249,2.331,0.0
